,parcelid,county_code,state,county,tax_rate
4349,14417675,6059.0,California,Orange,0.010037590920491599
4350,11055285,6037.0,California,Los Angeles,0.012188985596549334
4351,12600798,6037.0,California,Los Angeles,0.011477617744785663
4352,12494643,6037.0,California,Los Angeles,0.013096634811289566
4353,17212656,6111.0,California,Ventura,0.010589696725943499
4354,11174990,6037.0,California,Los Angeles,0.014123656584596442
4355,14043809,6059.0,California,Orange,0.012839867004253826
4356,13911005,6059.0,California,Orange,0.012651370378133131
4357,17063897,6111.0,California,Ventura,0.011616408651063448
4358,11990101,6037.0,California,Los Angeles,0.012133426695091291
4359,17254628,6111.0,California,Ventura,0.011782931270428301
4360,10902222,6037.0,California,Los Angeles,0.012678600130275525
4361,12917433,6037.0,California,Los Angeles,0.012572836145890038
4362,13863286,6059.0,California,Orange,0.011174242506463032
4363,14130519,6059.0,California,Orange,0.012462462462462463
4364,11603389,6037.0,California,Los Angeles,0.012004049051044125
4365,17113265,6111.0,California,Ventura,0.010787190515509654
4367,14365665,6059.0,California,Orange,0.010433946669220755
4368,12657692,6037.0,California,Los Angeles,0.012129565217391305
4369,17252423,6111.0,California,Ventura,0.011725347987688636
4370,11100447,6037.0,California,Los Angeles,0.013127407970575242
4371,14254049,6059.0,California,Orange,0.015056133665543016
4372,10858116,6037.0,California,Los Angeles,0.012105142442244967
4373,11561939,6037.0,California,Los Angeles,0.012280926879623134
4374,11979114,6037.0,California,Los Angeles,0.01290321990821159
4375,12863397,6037.0,California,Los Angeles,0.012018517298187809
4376,11298637,6037.0,California,Los Angeles,0.019356758370326146
4378,14167912,6059.0,California,Orange,0.01153459375
4379,14072604,6059.0,California,Orange,0.01138626569467761
4380,12962933,6037.0,California,Los Angeles,0.012088837209302325
4381,14210212,6059.0,California,Orange,0.014853147777796142
4382,12303196,6037.0,California,Los Angeles,0.012777519657426614
4383,11430005,6037.0,California,Los Angeles,0.015400735294117647
4384,11050346,6037.0,California,Los Angeles,0.013158193396523823
4385,10773197,6037.0,California,Los Angeles,0.01207141935483871
4386,17226322,6111.0,California,Ventura,0.011467538200339559
4387,14252836,6059.0,California,Orange,0.012031472799017265
4389,14190188,6059.0,California,Orange,0.011208492719953536
4390,11098117,6037.0,California,Los Angeles,0.012168836197908909
4391,14497384,6059.0,California,Orange,0.013370607614812858
4392,10926494,6037.0,California,Los Angeles,0.012356289384283039
4394,11313297,6037.0,California,Los Angeles,0.021363210319792842
4395,14209104,6059.0,California,Orange,0.011664205306757167
4397,14369223,6059.0,California,Orange,0.010285241285695287
4398,17194848,6111.0,California,Ventura,0.011057759776238936
4399,13869514,6059.0,California,Orange,0.011606439948736726
4400,14429799,6059.0,California,Orange,0.011882342351352703
4403,17293191,6111.0,California,Ventura,0.01650631364225722
4404,13947663,6059.0,California,Orange,0.01251142675991029
4405,11275702,6037.0,California,Los Angeles,0.01619234404536862
4407,11492712,6037.0,California,Los Angeles,0.012862381196218263
4409,11529537,6037.0,California,Los Angeles,0.01984275393115172
4410,17208728,6111.0,California,Ventura,0.010740382534172449
4411,11960087,6037.0,California,Los Angeles,0.012599108210663084
4412,12033506,6037.0,California,Los Angeles,0.012114627294268012
4413,11301878,6037.0,California,Los Angeles,0.016945172413793105
4414,13904626,6059.0,California,Orange,0.011715708502024292
4415,11886676,6037.0,California,Los Angeles,0.012570967104728043
4416,12593497,6037.0,California,Los Angeles,0.012525240088648115
4417,11494110,6037.0,California,Los Angeles,0.012450689205570298
4418,14228557,6059.0,California,Orange,0.010863997624706724
4419,13023165,6037.0,California,Los Angeles,0.018494364854152547
4420,14189986,6059.0,California,Orange,0.011600109253855661
4421,12755011,6037.0,California,Los Angeles,0.01292938735111719
4422,17228399,6111.0,California,Ventura,0.013249969525821787
4423,11990553,6037.0,California,Los Angeles,0.01583459404942007
4424,14471584,6059.0,California,Orange,0.010074039757763949
4425,11749537,6037.0,California,Los Angeles,0.016490873577153634
4427,13029063,6037.0,California,Los Angeles,0.0128792614198319
4428,10720516,6037.0,California,Los Angeles,0.012168349339243208
4433,17269042,6111.0,California,Ventura,0.010892542851253429
4434,11249871,6037.0,California,Los Angeles,0.015464090023167726
4436,13956719,6059.0,California,Orange,0.012381699474583058
4437,12975625,6037.0,California,Los Angeles,0.012423272716572505
4438,11805962,6037.0,California,Los Angeles,0.013565727070393978
4439,14203445,6059.0,California,Orange,0.01172684623473267
4440,11309476,6037.0,California,Los Angeles,0.01658184257602862
4442,14496254,6059.0,California,Orange,0.01348477279438119
4444,10975758,6037.0,California,Los Angeles,0.014462823749285206
4445,13908638,6059.0,California,Orange,0.012431243124312432
4446,11064706,6037.0,California,Los Angeles,0.012956376122399289
4447,11458770,6037.0,California,Los Angeles,0.012238731146428417
4448,12249857,6037.0,California,Los Angeles,0.012599336010484675
4449,14202795,6059.0,California,Orange,0.011020161916556824
4450,12782317,6037.0,California,Los Angeles,0.01356314693492503
4451,11392874,6037.0,California,Los Angeles,0.014039362699156514
4452,14216510,6059.0,California,Orange,0.011271888701982737
4453,11192716,6037.0,California,Los Angeles,0.016692138379621486
4454,12996173,6037.0,California,Los Angeles,0.015454836805262714
4455,14382949,6059.0,California,Orange,0.010201701781116002
4456,12839810,6037.0,California,Los Angeles,0.013466212313122373
4457,10766601,6037.0,California,Los Angeles,0.012314429906542057
4458,10817246,6037.0,California,Los Angeles,0.012417196148374008
4460,10905994,6037.0,California,Los Angeles,0.012693103965594837
4461,14199453,6059.0,California,Orange,0.012074649479555125
4462,10814808,6037.0,California,Los Angeles,0.012326698654396295
4463,12775067,6037.0,California,Los Angeles,0.013418665689200264
4464,14138907,6059.0,California,Orange,0.01443978307582114
4465,14190405,6059.0,California,Orange,0.010874003590664273
4466,11751282,6037.0,California,Los Angeles,0.012148834918653328
4467,11887134,6037.0,California,Los Angeles,0.01206329995207876
4469,11293900,6037.0,California,Los Angeles,0.020280969798983587
4470,12030324,6037.0,California,Los Angeles,0.012310768292682926
4472,12532191,6037.0,California,Los Angeles,0.011917007299270073
4473,13907264,6059.0,California,Orange,0.011896490678404311
4474,11823378,6037.0,California,Los Angeles,0.012754246461282266
4475,14388831,6059.0,California,Orange,0.010407860102681714
4476,17171590,6111.0,California,Ventura,0.01117169265744296
4477,11180708,6037.0,California,Los Angeles,0.012352096970914165
4478,13027854,6037.0,California,Los Angeles,0.017044413140978935
4479,12411608,6037.0,California,Los Angeles,0.011954053945286985
4481,11189948,6037.0,California,Los Angeles,0.016538044444444445
4482,10907482,6037.0,California,Los Angeles,0.01208440362726332
4483,11816424,6037.0,California,Los Angeles,0.012473904083506931
4484,17102146,6111.0,California,Ventura,0.011421616012282148
4485,14412909,6059.0,California,Orange,0.010153621014371826
4486,10941348,6037.0,California,Los Angeles,0.011093326766806206
4487,14423735,6059.0,California,Orange,0.01036252343225909
4488,14439555,6059.0,California,Orange,0.009894108329848104
4489,14376572,6059.0,California,Orange,0.010572235294117646
4490,14389211,6059.0,California,Orange,0.010088417080260774
4491,12467209,6037.0,California,Los Angeles,0.01189368285581285
4494,17283335,6111.0,California,Ventura,0.010663393493976313
4495,12854444,6037.0,California,Los Angeles,0.012586533333333334
4498,12470603,6037.0,California,Los Angeles,0.013782940429089617
4499,14424258,6059.0,California,Orange,0.010532148278151977
4500,12122513,6037.0,California,Los Angeles,0.0119176489708943
4501,12481261,6037.0,California,Los Angeles,0.011934263392857143
4502,12338709,6037.0,California,Los Angeles,0.012779068183366256
4503,11177706,6037.0,California,Los Angeles,0.013983072856154816
4504,17191859,6111.0,California,Ventura,0.011719307544508912
4505,11499385,6037.0,California,Los Angeles,0.011185581818181817
4506,10835265,6037.0,California,Los Angeles,0.012272184667651747
4507,12056323,6037.0,California,Los Angeles,0.010997145304025123
4508,14204027,6059.0,California,Orange,0.010663188405797103
4509,14113783,6059.0,California,Orange,0.011468511861969805
4510,14216170,6059.0,California,Orange,0.011886430951082178
4511,12639743,6037.0,California,Los Angeles,0.013004421669969245
4512,11213457,6037.0,California,Los Angeles,0.023885240006751452
4514,12397583,6037.0,California,Los Angeles,0.012840979899497488
4515,11014702,6037.0,California,Los Angeles,0.01221739243434304
4516,12390431,6037.0,California,Los Angeles,0.01858016231323229
4517,13091872,6037.0,California,Los Angeles,0.012485710382393253
4518,11162700,6037.0,California,Los Angeles,0.01395669214128608
4519,11153753,6037.0,California,Los Angeles,0.013095948616600791
4520,10880295,6037.0,California,Los Angeles,0.012243377062025095
4521,10734661,6037.0,California,Los Angeles,0.012363912739821702
4522,17283391,6111.0,California,Ventura,0.01253573060548616
4523,12039563,6037.0,California,Los Angeles,0.012335098076556847
4524,11927943,6037.0,California,Los Angeles,0.01668088349766476
4525,12298294,6037.0,California,Los Angeles,0.013482791226584759
4526,13088045,6037.0,California,Los Angeles,0.016334144882965997
4527,11305434,6037.0,California,Los Angeles,0.014960276679841896
4529,12729082,6037.0,California,Los Angeles,0.01421688573727855
4530,13927048,6059.0,California,Orange,0.011926683836571899
4532,11858963,6037.0,California,Los Angeles,0.021190736688548505
4533,10998288,6037.0,California,Los Angeles,0.012879140422378659
4535,11955565,6037.0,California,Los Angeles,0.01197656909912226
4536,14042902,6059.0,California,Orange,0.011638899651297946
4537,10968618,6037.0,California,Los Angeles,0.012263164534150297
4538,13959403,6059.0,California,Orange,0.01331200580108877
4539,11957602,6037.0,California,Los Angeles,0.012326086011848718
4540,12039796,6037.0,California,Los Angeles,0.010922031833470165
4541,17132881,6111.0,California,Ventura,0.010675726037715124
4542,17281564,6111.0,California,Ventura,0.010642665934117317
4543,14122618,6059.0,California,Orange,0.019568963376784605
4545,13046564,6037.0,California,Los Angeles,0.013592351835040851
4546,14044292,6059.0,California,Orange,0.011891852405942099
4547,13076969,6037.0,California,Los Angeles,0.015046455586049936
4548,17159527,6111.0,California,Ventura,0.011469549452763043
4549,13920530,6059.0,California,Orange,0.012576267369074464
4550,10968727,6037.0,California,Los Angeles,0.012848296718242476
4551,17159929,6111.0,California,Ventura,0.011719594258626976
4552,11131404,6037.0,California,Los Angeles,0.013717045024399726
4553,10878486,6037.0,California,Los Angeles,0.012277160579488536
4554,14051836,6059.0,California,Orange,0.011400976342470897
4555,11250529,6037.0,California,Los Angeles,0.015252604850713598
4558,14412505,6059.0,California,Orange,0.010142095006090134
4561,11963117,6037.0,California,Los Angeles,0.012062493913210705
4562,11287592,6037.0,California,Los Angeles,0.018511206345366255
4563,14315237,6059.0,California,Orange,0.010823004023288188
4564,12796588,6037.0,California,Los Angeles,0.013005960262498232
4565,13892442,6059.0,California,Orange,0.010777547539795011
4566,11227843,6037.0,California,Los Angeles,0.01204898759340738
4568,11249118,6037.0,California,Los Angeles,0.012487642276422765
4569,10769354,6037.0,California,Los Angeles,0.012574726108544881
4570,12543233,6037.0,California,Los Angeles,0.011970134099616858
4571,14484443,6059.0,California,Orange,0.012093452353796946
4572,12471133,6037.0,California,Los Angeles,0.016145017641889324
4573,17274552,6111.0,California,Ventura,0.010685583756345178
4574,12154043,6037.0,California,Los Angeles,0.01144584765994959
4575,12927276,6037.0,California,Los Angeles,0.013388465332236144
4576,17196987,6111.0,California,Ventura,0.011075914441875131
4577,11200042,6037.0,California,Los Angeles,0.016948336594911937
4578,12761891,6037.0,California,Los Angeles,0.014676442350860954
4579,10998850,6037.0,California,Los Angeles,0.012581145591531543
4580,11720724,6037.0,California,Los Angeles,0.015261724768012613
4581,17154359,6111.0,California,Ventura,0.011592473509100566
4582,11104007,6037.0,California,Los Angeles,0.013724527333390368
4583,11047338,6037.0,California,Los Angeles,0.012212198848278294
4584,14309339,6059.0,California,Orange,0.011091409011839965
4587,12627751,6037.0,California,Los Angeles,0.013414911080711354
4588,13001773,6037.0,California,Los Angeles,0.014877721554245393
4589,13000803,6037.0,California,Los Angeles,0.014907598526206137
4590,14336969,6059.0,California,Orange,0.011256454982315589
4591,12867237,6037.0,California,Los Angeles,0.012137833101309132
4592,14395973,6059.0,California,Orange,0.010138989473684211
4594,11007322,6037.0,California,Los Angeles,0.012592448353972689
4595,10795957,6037.0,California,Los Angeles,0.012335680373236589
4596,17190774,6111.0,California,Ventura,0.010859549091601178
4597,12513167,6037.0,California,Los Angeles,0.012527565960808468
4598,14242577,6059.0,California,Orange,0.010754586627773087
4599,14243201,6059.0,California,Orange,0.010228736890231231
4600,10838826,6037.0,California,Los Angeles,0.01211278608933565
4601,10936883,6037.0,California,Los Angeles,0.011143919394680287
4602,12456610,6037.0,California,Los Angeles,0.011976291560102301
4604,12235797,6037.0,California,Los Angeles,0.012611136363636363
4605,14081470,6059.0,California,Orange,0.011112923916287498
4606,12812083,6037.0,California,Los Angeles,0.013775837532212776
4607,13069224,6037.0,California,Los Angeles,0.01242876129214347
4608,14495350,6059.0,California,Orange,0.014808574023386558
4609,13885646,6059.0,California,Orange,0.012345288610741365
4610,12622409,6037.0,California,Los Angeles,0.01298912956006425
4611,11854103,6037.0,California,Los Angeles,0.022539961503054647
4612,12145989,6037.0,California,Los Angeles,0.013095441744870047
4613,17286048,6111.0,California,Ventura,0.010585996975532835
4614,12902025,6037.0,California,Los Angeles,0.013054227509559696
4615,14502242,6059.0,California,Orange,0.015517197579609917
4616,11763280,6037.0,California,Los Angeles,0.013105826552369347
4617,11306782,6037.0,California,Los Angeles,0.014969892857142857
4618,14428020,6059.0,California,Orange,0.023427147677134698
4621,12692089,6037.0,California,Los Angeles,0.01257608760599032
4622,11464588,6037.0,California,Los Angeles,0.012051267895383739
4623,11968108,6037.0,California,Los Angeles,0.012162510533552134
4624,14185370,6059.0,California,Orange,0.011504825046040515
4625,14463802,6059.0,California,Orange,0.01412402755342654
4626,13999346,6059.0,California,Orange,0.020051600723668683
4627,11297021,6037.0,California,Los Angeles,0.017905370431654067
4628,17204313,6111.0,California,Ventura,0.011707481073034445
4629,13003260,6037.0,California,Los Angeles,0.01503038961038961
4631,13951131,6059.0,California,Orange,0.013237640143077649
4632,12166760,6037.0,California,Los Angeles,0.011945335748701283
4633,11456141,6037.0,California,Los Angeles,0.014090692929571847
4634,14385473,6059.0,California,Orange,0.009781854914223127
4635,10952453,6037.0,California,Los Angeles,0.0014892594372758533
4636,11556601,6037.0,California,Los Angeles,0.012979372382774131
4637,14151161,6059.0,California,Orange,0.011789962776208453
4638,12513934,6037.0,California,Los Angeles,0.012130440881763528
4639,11055316,6037.0,California,Los Angeles,0.012465894114973869
4640,11847015,6037.0,California,Los Angeles,0.012611614713857378
4641,12720869,6037.0,California,Los Angeles,0.012956054960027578
4642,11276632,6037.0,California,Los Angeles,0.016179103773584905
4643,11176446,6037.0,California,Los Angeles,0.014653215737533842
4644,14495399,6059.0,California,Orange,0.014616004956153
4645,17134751,6111.0,California,Ventura,0.010601745635910225
4646,11074179,6037.0,California,Los Angeles,0.015046426014478021
4647,11262693,6037.0,California,Los Angeles,0.013510174800090986
4648,12514646,6037.0,California,Los Angeles,0.01211360607159889
4649,12025147,6037.0,California,Los Angeles,0.012102508637524411
4650,14332484,6059.0,California,Orange,0.011380892260085717
4651,17265513,6111.0,California,Ventura,0.010719316543057272
4652,12902881,6037.0,California,Los Angeles,0.011850976744186047
4653,10924004,6037.0,California,Los Angeles,0.01243268091294575
4654,17127348,6111.0,California,Ventura,0.010830651954759504
4655,12841877,6037.0,California,Los Angeles,0.013882692206631983
4656,12462429,6037.0,California,Los Angeles,0.012042341085271318
4657,10966493,6037.0,California,Los Angeles,0.012721280120224738
4658,14405135,6059.0,California,Orange,0.012752170879206078
4660,162960814,6111.0,California,Ventura,0.01148667210634433
4661,11912538,6037.0,California,Los Angeles,0.013288027009855888
4663,14294900,6059.0,California,Orange,0.010968645482102109
4664,14404945,6059.0,California,Orange,0.010899373961344959
4665,17279677,6111.0,California,Ventura,0.011435228468349126
4666,14216248,6059.0,California,Orange,0.012364920875559174
4667,11537457,6037.0,California,Los Angeles,0.011930506859637433
4669,11031687,6037.0,California,Los Angeles,0.012298613702080031
4670,11305773,6037.0,California,Los Angeles,0.017605425824175822
4671,11007213,6037.0,California,Los Angeles,0.013964256889196355
4672,14100506,6059.0,California,Orange,0.015188421348458138
4673,11395455,6037.0,California,Los Angeles,0.018488764154436843
4674,14065654,6059.0,California,Orange,0.011843605574862479
4675,17285506,6111.0,California,Ventura,0.010966922841540345
4676,11349906,6037.0,California,Los Angeles,0.01279150889381787
4677,11764130,6037.0,California,Los Angeles,0.012525271270440803
4679,14199562,6059.0,California,Orange,0.01197158081705151
4680,13927700,6059.0,California,Orange,0.01230103260375502
4681,14048136,6059.0,California,Orange,0.011576797406690102
4682,13999032,6059.0,California,Orange,0.013384771052221309
4683,13935237,6059.0,California,Orange,0.01953412126608921
4684,11183554,6037.0,California,Los Angeles,0.0140296788482835
4686,13946277,6059.0,California,Orange,0.01230767426807876
4687,14382027,6059.0,California,Orange,0.010348611992290842
4688,11435174,6037.0,California,Los Angeles,0.01413625752847596
4689,17250824,6111.0,California,Ventura,0.011855712885742286
4690,14168523,6059.0,California,Orange,0.01221267764090442
4691,14413569,6059.0,California,Orange,0.010143815211935104
4692,11461253,6037.0,California,Los Angeles,0.01220840915799186
4693,10818663,6037.0,California,Los Angeles,0.012224397338992346
4695,11020377,6037.0,California,Los Angeles,0.01363893365381989
4697,13899643,6059.0,California,Orange,0.010040837209302326
4698,17293342,6111.0,California,Ventura,0.011471268349372853
4699,14233658,6059.0,California,Orange,0.010962015672616458
4700,12774329,6037.0,California,Los Angeles,0.013952287481416031
4701,11977779,6037.0,California,Los Angeles,0.012489037739618713
4702,14229409,6059.0,California,Orange,0.010919956818711224
4703,11206723,6037.0,California,Los Angeles,0.018561250358563264
4705,10829454,6037.0,California,Los Angeles,0.012498695337701536
4706,11435705,6037.0,California,Los Angeles,0.012759125876657921
4707,12945188,6037.0,California,Los Angeles,0.015132161358336707
4708,11643770,6037.0,California,Los Angeles,0.013152186067315219
4709,11260573,6037.0,California,Los Angeles,0.015111125494542837
4710,12390254,6037.0,California,Los Angeles,0.016925365853658534
4711,14141712,6059.0,California,Orange,0.013151582178098985
4712,11641571,6037.0,California,Los Angeles,0.012270518257913999
4714,11450173,6037.0,California,Los Angeles,0.0118857333343551
4715,14372063,6059.0,California,Orange,0.01055752440280571
4716,12239138,6037.0,California,Los Angeles,0.013156172695680625
4717,12243312,6037.0,California,Los Angeles,0.01383516962425266
4718,17188590,6111.0,California,Ventura,0.010742142857142856
4719,12121077,6037.0,California,Los Angeles,0.011721110949159614
4721,10850649,6037.0,California,Los Angeles,0.013193942082822615
4722,11306209,6037.0,California,Los Angeles,0.01581024697543387
4723,12185448,6037.0,California,Los Angeles,0.014703833235542784
4724,12770589,6037.0,California,Los Angeles,0.014033503221298722
4725,12709957,6037.0,California,Los Angeles,0.011768520287336978
4726,11461483,6037.0,California,Los Angeles,0.01216422222222222
4727,13881306,6059.0,California,Orange,0.012146964502930443
4728,10920903,6037.0,California,Los Angeles,0.01237588271140266
4729,12177220,6037.0,California,Los Angeles,0.011026874095513747
4730,13871661,6059.0,California,Orange,0.011498694902733317
4731,12711071,6037.0,California,Los Angeles,0.016727823083796906
4732,12245974,6037.0,California,Los Angeles,0.01223184118373897
4733,17159715,6111.0,California,Ventura,0.011920177777777777
4734,10993689,6037.0,California,Los Angeles,0.012539760845085528
4735,11063600,6037.0,California,Los Angeles,0.012233547325102881
4736,14098362,6059.0,California,Orange,0.01345306285506148
4737,13885831,6059.0,California,Orange,0.011180091727867474
4738,11208255,6037.0,California,Los Angeles,0.019053395836003736
4739,12866266,6037.0,California,Los Angeles,0.01866520697913103
4740,11497655,6037.0,California,Los Angeles,0.011398650949529276
4741,11519700,6037.0,California,Los Angeles,0.012787293284898912
4742,17297322,6111.0,California,Ventura,0.016395922848818613
4743,11307312,6037.0,California,Los Angeles,0.01509431298261656
4744,17092462,6111.0,California,Ventura,0.010865727272727273
4745,12166629,6037.0,California,Los Angeles,0.012033626064476884
4746,11182691,6037.0,California,Los Angeles,0.021424261363636364
4747,14502156,6059.0,California,Orange,0.014490883720930233
4748,12095970,6037.0,California,Los Angeles,0.05479818287260777
4749,12457360,6037.0,California,Los Angeles,0.012587186561497102
4750,17285885,6111.0,California,Ventura,0.010827104234586358
4753,11182901,6037.0,California,Los Angeles,0.016435431302962267
4754,14344457,6059.0,California,Orange,0.010165833333333332
4755,12264906,6037.0,California,Los Angeles,0.04535910572892408
4756,14344126,6059.0,California,Orange,0.01027976807608322
4757,11137466,6037.0,California,Los Angeles,0.01481329215846011
4758,14294829,6059.0,California,Orange,0.01090144074838972
4759,12130504,6037.0,California,Los Angeles,0.011674368421417817
4760,11953922,6037.0,California,Los Angeles,0.015302260532024204
4761,17140294,6111.0,California,Ventura,0.010299849453751916
4762,11922608,6037.0,California,Los Angeles,0.011980238916479601
4763,14172449,6059.0,California,Orange,0.012482345313403542
4764,13091407,6037.0,California,Los Angeles,0.013954239704291639
4765,14075160,6059.0,California,Orange,0.01158084167043474
4766,13961463,6059.0,California,Orange,0.011577733655053287
4767,14296596,6059.0,California,Orange,0.011820214063135078
4768,10834258,6037.0,California,Los Angeles,0.012715041940246929
4769,12496984,6037.0,California,Los Angeles,0.013923477499481555
4770,13068747,6037.0,California,Los Angeles,0.012170474786038069
4771,14500928,6059.0,California,Orange,0.00975186208153983
4772,14110670,6059.0,California,Orange,0.01142878396125749
4773,14290637,6059.0,California,Orange,0.015080038353054485
4774,11283107,6037.0,California,Los Angeles,0.016964392199465085
4775,11938648,6037.0,California,Los Angeles,0.012174177619181563
4776,14420499,6059.0,California,Orange,0.010059028901734103
4777,10734872,6037.0,California,Los Angeles,0.012378599119654323
4778,17141951,6111.0,California,Ventura,0.010793988212180748
4779,10790095,6037.0,California,Los Angeles,0.012237762513117043
4780,14183774,6059.0,California,Orange,0.01187932081802667
4781,12047357,6037.0,California,Los Angeles,0.010976949056743634
4782,13978397,6059.0,California,Orange,0.01301301585891342
4783,11805281,6037.0,California,Los Angeles,0.012484463770413255
4784,14157136,6059.0,California,Orange,0.015464311474203282
4786,14074186,6059.0,California,Orange,0.011344763436039351
4787,12028198,6037.0,California,Los Angeles,0.012223101865308296
4789,13041966,6037.0,California,Los Angeles,0.0023600211758844046
4790,12495222,6037.0,California,Los Angeles,0.013471770063183943
4792,11051773,6037.0,California,Los Angeles,0.012148261772757914
4795,10865823,6037.0,California,Los Angeles,0.012214072129413861
4796,10758902,6037.0,California,Los Angeles,0.012525816971920288
4797,13991642,6059.0,California,Orange,0.012139210238833107
4798,14214367,6059.0,California,Orange,0.010584220270504438
4799,14173915,6059.0,California,Orange,0.01759895617393849
4800,10814141,6037.0,California,Los Angeles,0.012310052086972757
4801,11815087,6037.0,California,Los Angeles,0.013904153960403861
4802,14504629,6059.0,California,Orange,0.010205039183170925
4803,10947860,6037.0,California,Los Angeles,0.011479109912844853
4804,11536920,6037.0,California,Los Angeles,0.012360732372419168
4805,14051656,6059.0,California,Orange,0.011452236310141185
4806,14044153,6059.0,California,Orange,0.011651972621922467
4807,12265750,6037.0,California,Los Angeles,0.019109550060733733
4808,10734282,6037.0,California,Los Angeles,0.012246622271610523
4810,13993250,6059.0,California,Orange,0.016545366930406803
4811,12808056,6037.0,California,Los Angeles,0.013536548915986225
4813,13991542,6059.0,California,Orange,0.014594464635169136
4814,14407215,6059.0,California,Orange,0.010142958696042642
4816,11079598,6037.0,California,Los Angeles,0.012252131438721137
4817,10717177,6037.0,California,Los Angeles,0.012818073041764546
4818,17132776,6111.0,California,Ventura,0.01088558585350231
4819,14007858,6059.0,California,Orange,0.01620788717680857
4820,14315072,6059.0,California,Orange,0.011495489672347746
4821,11079317,6037.0,California,Los Angeles,0.012800957191075312
4822,14075184,6059.0,California,Orange,0.011383834422657953
4823,12910644,6037.0,California,Los Angeles,0.012050564516129032
4825,11402922,6037.0,California,Los Angeles,0.012483987862394115
4826,11032410,6037.0,California,Los Angeles,0.012363603195079682
4827,11953960,6037.0,California,Los Angeles,0.012490389047180089
4828,11541521,6037.0,California,Los Angeles,0.011977246322255808
4829,14302760,6059.0,California,Orange,0.010183174878411522
4830,12215532,6037.0,California,Los Angeles,0.015020142397052962
4831,12739900,6037.0,California,Los Angeles,0.016074907772150315
4832,12725100,6037.0,California,Los Angeles,0.01269848023996764
4833,12472338,6037.0,California,Los Angeles,0.01244717426648071
4835,12739078,6037.0,California,Los Angeles,0.016535426316692397
4836,11724419,6037.0,California,Los Angeles,0.012340767372857974
4837,13979074,6059.0,California,Orange,0.01924153442459078
4839,17172784,6111.0,California,Ventura,0.011285848426911634
4840,13916910,6059.0,California,Orange,0.011691789385940538
4841,11234028,6037.0,California,Los Angeles,0.01664341021642179
4842,12248960,6037.0,California,Los Angeles,0.0804644244849016
4843,14129451,6059.0,California,Orange,0.013667965879387168
4844,12619470,6037.0,California,Los Angeles,0.021021962239310615
4845,12275368,6037.0,California,Los Angeles,0.018238245498939706
4846,11011068,6037.0,California,Los Angeles,0.013004416642223775
4847,14210228,6059.0,California,Orange,0.011113471884799307
4848,12430387,6037.0,California,Los Angeles,0.01832052524307528
4850,13906699,6059.0,California,Orange,0.011457586926824238
4851,14205663,6059.0,California,Orange,0.011101497260146483
4852,14226818,6059.0,California,Orange,0.011136110280638082
4853,12263337,6037.0,California,Los Angeles,0.01985545335085414
4854,10933841,6037.0,California,Los Angeles,0.013538809654415798
4855,14039892,6059.0,California,Orange,0.011244771428571429
4856,13996901,6059.0,California,Orange,0.01252426509763951
4858,12163349,6037.0,California,Los Angeles,0.011902449996850903
4859,13858229,6059.0,California,Orange,0.011152224796149012
4860,14060842,6059.0,California,Orange,0.011320235808438762
4861,13983105,6059.0,California,Orange,0.010012284259022374
4862,10973829,6037.0,California,Los Angeles,0.015602850558843534
4863,13967612,6059.0,California,Orange,0.011520167270929466
4864,11146526,6037.0,California,Los Angeles,0.013541909057106189
4865,12497803,6037.0,California,Los Angeles,0.012145625
4866,17082282,6111.0,California,Ventura,0.01091250319447994
4867,12593855,6037.0,California,Los Angeles,0.012847217143275066
4868,10905002,6037.0,California,Los Angeles,0.012530413034504528
4869,12819463,6037.0,California,Los Angeles,0.012077276205049732
4870,11235809,6037.0,California,Los Angeles,0.0184530969281065
4872,14459925,6059.0,California,Orange,0.021081573372705095
4873,12117935,6037.0,California,Los Angeles,0.015624001308521748
4874,11261805,6037.0,California,Los Angeles,0.018342947806707813
4875,10829511,6037.0,California,Los Angeles,0.012190684341847132
4876,12069637,6037.0,California,Los Angeles,0.010886422976501305
4878,14456844,6059.0,California,Orange,0.016420332135239538
4879,14263644,6059.0,California,Orange,0.016571383623063006
4880,14456885,6059.0,California,Orange,0.016331336647247355
4881,14260873,6059.0,California,Orange,0.01195960425456332
4882,11391121,6037.0,California,Los Angeles,0.012286415971268618
4885,14163262,6059.0,California,Orange,0.012269904461050097
4886,12845873,6037.0,California,Los Angeles,0.012946999555262472
4888,14088600,6059.0,California,Orange,0.0162084755834683
4889,17200739,6111.0,California,Ventura,0.011096410256410257
4890,17143867,6111.0,California,Ventura,0.010781640488656196
4891,11988627,6037.0,California,Los Angeles,0.012172558863587517
4892,13061218,6037.0,California,Los Angeles,0.014734086738143535
4893,17278477,6111.0,California,Ventura,0.010953455452621547
4894,11323489,6037.0,California,Los Angeles,0.020602115470890706
4895,13840735,6059.0,California,Orange,0.012112202522989694
4896,12276183,6037.0,California,Los Angeles,0.01854129263913824
4897,14026968,6059.0,California,Orange,0.017104612081038185
4898,11101886,6037.0,California,Los Angeles,0.012507079125928302
4899,11212240,6037.0,California,Los Angeles,0.019779128248113998
4900,14472857,6059.0,California,Orange,0.010332806201550387
4901,14392787,6059.0,California,Orange,0.010009864918284999
4902,14349422,6059.0,California,Orange,0.01295431251296281
4903,11598402,6037.0,California,Los Angeles,0.012133234672304441
4905,10900349,6037.0,California,Los Angeles,0.01632012486257894
